HYDRTS_ID,Longitude,Latitude
7726,-118.28914095556941,33.9881417540297
82228,-118.17835101051425,34.089722633961806
10859,-118.27587313583089,34.08152903636152
11722,-118.17870510060366,34.08792934586264
14647,-118.271827994663,33.94364193729251
4134,-118.29822335423124,33.98052392698122
50168,-118.37944331372317,34.126861795932214
3801,-118.265327747444,33.9563603947148
4938,-118.1617060462287,34.09181341725529
2783,-118.29486487882919,33.78844704369496
11405,-118.1764647576235,34.08575910217657
14946,-118.1698393226506,34.087112634826795
15513,-118.27328606712283,34.14205312130524
13012,-118.23474217770026,34.119058269232504
11765,-118.1618286146716,34.092205456574355
12416,-118.1586937223874,34.09751041953627
82392,-118.29081622720348,34.06161371914932
26639,-118.27520842608726,33.9631417264154
35197,-118.37331974801174,34.08378214762965
5555,-118.26737417708087,34.107079535148046
3327,-118.27795028435355,33.956348236951136
80957,-118.60786539683707,34.243971108349704
80958,-118.607545103293,34.244950041307064
82541,-118.42356386734154,34.138577369067036
82328,-118.51977803113407,34.248850469557524
13346,-118.1949168957473,34.12054591720224
4623,-118.23013084741855,34.01913947755081
1592,-118.31386673508217,33.735061497450566
1405,-118.31174349511538,33.72965653870388
192,-118.30885224768382,33.73479310091173
599,-118.27079621368657,33.754635595913285
40850,-118.36383427735669,34.10648769543977
36399,-118.35657952317003,34.10752235576181
31468,-118.35883475228468,34.10527516529911
40879,-118.34501118721995,34.10411751187493
41403,-118.3426402087514,34.10423933904104
36066,-118.34197022671283,34.10400648549325
67345,-118.57957956323877,34.24251807169623
71291,-118.58002780045183,34.243720693286974
65770,-118.4297355339225,34.17967902140732
52467,-118.42394978764145,34.17468999955226
52821,-118.422309800712,34.179248258417104
52667,-118.52553689943225,34.17564173286329
52665,-118.5264188820206,34.17807397255827
70244,-118.5284762410501,34.175514638432425
71481,-118.52976625369448,34.18003996736267
55956,-118.38531606113936,34.24523941590586
55960,-118.35876704275177,34.24320357876146
55962,-118.35742996319316,34.24546717768889
58277,-118.35639094346044,34.24458926826004
52832,-118.40928759856229,34.17832942306261
42038,-118.38577239750197,34.04869125127913
216,-118.30135101138305,33.73228487249488
218,-118.30576463287751,33.73232671380737
73408,-118.50699043181424,34.24500067263843
324,-118.29210057803674,33.74404564255184
2172,-118.29209168703593,33.74313507308189
2171,-118.29210782818168,33.742527277297704
307,-118.29028462374379,33.74317159576428
328,-118.29026573969654,33.745006781460525
331,-118.29465695209976,33.74550411980675
293,-118.29469472271475,33.74137365669201
2564,-118.29335384634773,33.741378169346085
28452,-118.29781243720593,33.74319944436014
1234,-118.28370255846428,33.74221295565368
1722,-118.27987745080334,33.7416793905407
406,-118.27988320812509,33.74224220699711
33379,-118.38129866929052,34.049912493965394
43234,-118.37757505746542,34.050051119043204
41204,-118.37746176689237,34.052489419475016
40410,-118.37747584060209,34.05377950543161
31296,-118.37875162995354,34.05281130701997
52670,-118.5243792194904,34.17818409364967
52682,-118.52228164043493,34.17841844396462
52672,-118.5167502782643,34.17654351044071
17455,-118.23010078656549,34.1067336895013
68167,-118.61227809372278,34.24858697354161
33719,-118.39010477951336,34.05544396446577
33717,-118.39194104942223,34.05541784890101
41281,-118.3909302782745,34.056144945332655
15514,-118.1894527581933,34.110093564800735
14148,-118.1930770295384,34.10962819209559
14137,-118.19336644126513,34.110451019244266
54483,-118.44423174509855,34.20560634471533
59814,-118.44298545183436,34.2065093401111
58613,-118.43544003021532,34.203785592588154
67673,-118.4420850256271,34.20723131932832
74458,-118.61643274856391,34.24023404821134
36481,-118.43179991564635,34.115096331953346
37347,-118.42696192030556,34.119001706249364
14700,-118.26035947660796,33.928396535510586
14619,-118.26654906853186,33.92999374681036
26334,-118.26669150555287,33.93122504424047
4041,-118.25837767763656,33.930622625827326
7442,-118.26228244174425,33.932745619693335
15341,-118.2649443057118,33.93184892094418
33756,-118.37390401174859,34.059162695473645
37741,-118.41034638183791,33.98867376279091
37744,-118.40698254619497,33.99145465417941
38233,-118.41409691628857,33.98941826523934
4840,-118.28494387931225,33.941424592568396
4854,-118.28072944313277,33.9435993167254
7526,-118.27790401246976,33.94114895110069
12829,-118.26676316508855,34.10994656443121
16708,-118.25857204533112,34.11382428216382
16711,-118.26249033003307,34.11345435217281
4873,-118.25861882482019,33.94245871566443
15170,-118.25969656359887,33.943455985286015
4875,-118.26099792166785,33.94316836214613
14952,-118.26625686999657,33.943646204342244
26227,-118.28713586622565,33.94693301548185
26099,-118.28837930983994,33.94694889974917
3994,-118.28046551294602,33.94660179509004
3155,-118.27791866475883,33.94538717671247
43659,-118.39854721121134,33.954299794925156
16531,-118.26013460796796,34.11645655474949
12940,-118.26569204881702,34.11720373128039
33971,-118.48630953509962,34.059218781287704
33967,-118.49096866344227,34.06180790188812
33973,-118.48735905126486,34.06266521828818
59382,-118.50453352200608,34.25734933589125
17519,-118.24294467180049,34.002560805305556
56337,-118.34059593379821,34.2616827693497
75783,-118.34604079988192,34.258679798692135
56348,-118.32291051093743,34.26158018110376
54747,-118.39216316676233,34.20831969252777
54757,-118.38987402734055,34.2119687895604
54758,-118.38755972836947,34.2103254014609
65981,-118.3891746947521,34.21043546382506
15692,-118.30552438457687,34.05888418884379
7079,-118.30320576148969,34.05458425029325
4380,-118.29187269754642,34.05791390718058
7124,-118.29142619714132,34.056662202137325
7108,-118.29554841758578,34.05463346012056
7109,-118.29399011889389,34.05464094550182
37263,-118.39087450974628,33.960053734776025
31781,-118.38741339683835,33.95920492809448
31802,-118.38643313134045,33.95658732298425
62859,-118.60152117425935,34.258186026295476
55000,-118.43446878759522,34.21553071115575
67103,-118.45421105835068,34.21985691156103
63914,-118.53588462785584,34.265706092695304
17853,-118.30258926629743,34.12253739773866
62364,-118.53396951032028,34.2673903389936
73802,-118.53387779396802,34.26434287332883
74667,-118.53306233261655,34.262848856559835
17807,-118.283021823605,34.12234101004557
17822,-118.28278639536022,34.12221002018994
3967,-118.25847284420576,33.971977296480176
3987,-118.25662665250012,33.97221565775743
26555,-118.26492888397163,33.97285541216209
26539,-118.2628471580145,33.974551298818184
36716,-118.3180105332277,34.12606557289571
59106,-118.41729753304247,34.23579576124361
59102,-118.41843256174923,34.2357936012797
75099,-118.56241045132121,34.266096174472786
75098,-118.5627304648904,34.26704189338724
76507,-118.56337840640995,34.26598895665822
5750,-118.26078614609975,34.01190406356932
16872,-118.26189837704605,34.01124977918236
40141,-118.31678232832506,34.06190180859944
34232,-118.32015990546299,34.06339098954036
34228,-118.32600384762478,34.06353160166906
34249,-118.32262205071079,34.059940909532635
34252,-118.31877743199772,34.06036689877965
34245,-118.3217300223686,34.05937442313823
17513,-118.26549114037252,34.0129780867603
17514,-118.26546102808793,34.01384620332726
5765,-118.25443718266575,34.01005961806604
5995,-118.2518315487518,34.01490387757795
57817,-118.2911994189535,34.26101436231745
57820,-118.29217513834097,34.261173669178575
62696,-118.47368446326725,34.13895622302025
59626,-118.4690832376716,34.14147805147188
54698,-118.47508287128746,34.211980224412486
71248,-118.47476192018132,34.211233698468725
58059,-118.4346013917654,34.23561318479632
17104,-118.2298011355503,34.02447282922207
8124,-118.23606782882399,34.025739374803365
41734,-118.56106578940242,34.06952343789274
75185,-118.5531010325871,34.139204582318634
4764,-118.21321824949844,34.0251946462234
4781,-118.212173094191,34.02506233751233
4783,-118.21033376810672,34.026199599080286
4785,-118.2103610336378,34.02428451035659
13656,-118.20787102316818,34.133862320871586
9844,-118.26318424141503,34.06480966659161
9847,-118.26226528735178,34.060060073267096
72600,-118.54406745344339,34.2364828544622
61129,-118.54506852545141,34.23900876393835
67900,-118.53709087377467,34.2374412436094
5854,-118.30686648555373,34.01654735137223
5862,-118.30298811551256,34.01805976506413
6083,-118.30040703792086,34.019856672072294
5873,-118.30038834635901,34.01719554518111
41333,-118.43815228150468,34.02169350641494
6653,-118.20183862540487,34.04400698664795
6644,-118.20067632792569,34.04655603039684
30771,-118.32497934159645,34.04006324929155
38465,-118.51732032494513,34.04358261099437
33127,-118.51423038201364,34.04617394015035
55356,-118.57128571140211,34.224704378425535
15671,-118.28373816202554,34.02721778850815
8205,-118.28295862552731,34.02702199105086
33009,-118.3739667182745,34.039880054623005
31824,-118.36859251577681,34.040134353729094
40531,-118.36895765017111,34.03796980678569
11566,-118.25014564620463,34.08924252026478
11565,-118.25032191463707,34.08784126171937
50722,-118.3769545946417,34.14620949622959
50476,-118.3719075766881,34.139870277971625
51026,-118.35724482602787,34.148426022457606
75502,-118.36252709750136,34.147781746849965
69208,-118.36644405495113,34.149169712889176
67890,-118.56247964107716,34.2130492439779
60657,-118.55579467383396,34.218145804723626
51051,-118.35100683562491,34.147332911260705
67640,-118.481168421796,34.223631631003244
58607,-118.47668275117601,34.22315910286368
67641,-118.47963527807158,34.223723039376004
75920,-118.44101372211323,34.27381010181226
59916,-118.4375042640433,34.27468003894308
76214,-118.43824848205466,34.27361572527387
30799,-118.31031527308463,34.04009998543863
75306,-118.33848749579884,34.14499276186358
59894,-118.50785279176607,34.212636724705455
54925,-118.50290186432777,34.21283313289347
16507,-118.16843952795827,34.09010111642198
10155,-118.26647833501494,34.06820694710392
10143,-118.26434939262455,34.06507509406675
34447,-118.35518744194165,34.07080378430196
62231,-118.50190138781544,34.28252635201066
9036,-118.24738752718474,34.038937079262524
34789,-118.3387861072817,34.07092468036679
34768,-118.33742202905363,34.07346957188652
41612,-118.33875887677581,34.07228105492219
44260,-118.34383648716202,34.07271711327672
34790,-118.33879101427158,34.07345705645467
34785,-118.34095305671592,34.07484972661961
50119,-118.52203437027914,34.186139457016154
53269,-118.51814351984669,34.186931756400874
53277,-118.52202242759877,34.18692694854781
53276,-118.52265806556537,34.18945296649825
53275,-118.52266350337891,34.18776965692414
54405,-118.4839420152544,34.203771943284835
2770,-118.30743995540674,33.76564254106506
2166,-118.29964460480304,33.76485503486193
2761,-118.30452335573796,33.764911566186456
2779,-118.30691227758984,33.76289163513454
71982,-118.59278908728835,34.248383363248934
33412,-118.37238569532529,34.05242367656878
44453,-118.3719360402654,34.05233111258536
33418,-118.36627046667938,34.053298233222144
31263,-118.34879608557627,34.049986373418264
960,-118.30217310013771,33.78354699954878
4154,-118.29132236947756,33.979988218371226
4138,-118.28911612152196,33.97714720908139
6883,-118.24669063521591,34.0489356886544
6884,-118.24590928900538,34.04974672182991
6829,-118.2426363549386,34.049669229570384
6836,-118.24003174395727,34.04958834409733
631,-118.25171111453368,33.774603421679636
26131,-118.2566887844627,33.77569590427985
2972,-118.25301677239378,33.778883627508705
38724,-118.32663038055559,33.981722743266786
33709,-118.39445698424562,34.05507658639401
44518,-118.3886920182845,34.056941251321696
7366,-118.29102787289321,33.93115469892539
7369,-118.29136841727285,33.92990687438176
62556,-118.4741062742981,34.247498101705325
58361,-118.47090254805404,34.25110412008906
60063,-118.46958018617013,34.249378959447746
33684,-118.42341001217603,34.055333656181354
33616,-118.43786301455722,34.05403927741453
33628,-118.44509104007274,34.057178531218675
37360,-118.4435426136749,34.058657562885394
33758,-118.37079561233524,34.05880686652275
33766,-118.37405137590811,34.05500101428227
13942,-118.28285719705421,33.93463200769288
7468,-118.27796672201049,33.93554516903903
63050,-118.57964390878604,34.25348107077216
74901,-118.57964167630892,34.25428899606588
68336,-118.5800120952873,34.25195621991196
63019,-118.57964393400165,34.2519313283126
61688,-118.56044296131184,34.18811142850002
66294,-118.63339598789618,34.221533608992175
63899,-118.62330648981917,34.22274862072018
57948,-118.62368192106284,34.21920076500778
36526,-118.36079247289672,34.1159989465043
39395,-118.31511527769707,33.94969705299318
39404,-118.3149676708579,33.95183977707375
39408,-118.31174599824234,33.95256627163108
36515,-118.35310533178969,34.11921444572101
36540,-118.35121771697729,34.117397576498746
39856,-118.41457642748969,33.99294093312938
68328,-118.61155744335828,34.25227813513677
71374,-118.32358687112558,34.25816912907952
57759,-118.31781896596667,34.260664017742606
62970,-118.31782262770025,34.25987003441181
40605,-118.4173457076553,34.06162934179469
5220,-118.26542446229786,34.00401074458117
5234,-118.26209828818484,34.003751635420365
14849,-118.26101687199044,34.00404494983478
5217,-118.2666306532012,34.00372005494124
64779,-118.3846633573213,34.20831362490493
54764,-118.37925593798865,34.208287664047155
54791,-118.37378178242032,34.21195727799206
54792,-118.37268598156405,34.21195323952689
54782,-118.37054598138906,34.21219165152838
54793,-118.37164018944128,34.210380430876164
54785,-118.37485756482471,34.20828282332436
54786,-118.37255295837497,34.20827807123658
70006,-118.37054671962929,34.2082655741405
43708,-118.39886789547202,33.9529925368223
80698,-118.39713449813824,33.95351697080107
61273,-118.60155206444738,34.25739793457915
72551,-118.59925862860027,34.257414695130294
66935,-118.6003016736326,34.26161131567907
72364,-118.59714198020934,34.25999346896456
39508,-118.3534188533905,34.00400981941687
56270,-118.44078405757074,34.25925755597663
73575,-118.44216662036335,34.262221534143166
42554,-118.45258217885133,34.064300918904515
34008,-118.45203424449377,34.0644413000029
37068,-118.45082259221658,34.06435132870834
5812,-118.28526878802225,34.11721879232635
16132,-118.28445980390865,34.117597817686544
12899,-118.28481776054457,34.11460511147909
36706,-118.32201677965678,34.12913949217571
40295,-118.32166410682439,34.12992940281394
5871,-118.30036424130527,34.01418399682703
42207,-118.44838599676257,34.127634043577665
38616,-118.32876833555333,33.97351882370129
38638,-118.32666607502075,33.976278469273
39893,-118.33253826997854,33.97468762739973
38661,-118.32373404617783,33.97627101178492
42963,-118.31700006255578,33.97474866011783
38640,-118.32006093747205,33.97175425800884
38020,-118.42337308877589,34.00866460494998
38520,-118.42223151423836,34.0059081401785
55834,-118.40011156257032,34.23974077437888
55841,-118.39869305918721,34.23544156902902
54983,-118.44011164436075,34.21552304015859
5361,-118.30582650405161,34.00834147730224
5362,-118.30471041720497,34.00596453777672
67266,-118.43516926184145,34.26735962324793
60399,-118.42803594874486,34.26336408572266
32081,-118.41128182006474,33.97406591169936
32082,-118.41034064714353,33.97186015823543
15090,-118.2002397642501,34.13274307823776
10015,-118.17780895247151,34.062751431843544
4819,-118.19692791771804,34.02452960948705
16663,-118.19807457046127,34.025030565243114
15466,-118.1946057474727,34.02616829844103
8114,-118.25688252546848,34.02492514056369
6235,-118.25371222364166,34.021241763793824
16478,-118.24936914490695,34.024061165125964
6230,-118.2482403880499,34.023006057729745
6229,-118.2499046055171,34.02297984429017
32337,-118.44484997009823,34.02541410113754
40314,-118.42618614572069,34.02457237830364
44066,-118.42927147004455,34.023866370149136
44594,-118.42764881648421,34.02179714928912
39857,-118.42732664284681,34.02117996133449
32371,-118.43119807289163,34.02248545306745
32370,-118.43212103107695,34.02367561293623
32382,-118.42716663782151,34.0251727595927
26124,-118.30007153348343,33.79154423129538
42143,-118.43142812637919,34.128871475531845
42164,-118.42948282705876,34.12873669404583
54202,-118.39967886060468,34.20092546835907
67434,-118.39860524041211,34.20075754259452
73902,-118.39680076496485,34.20018471358493
54206,-118.3967716798929,34.199401796365414
73794,-118.39630408048127,34.19745641951787
65100,-118.38357428712261,34.20137544247453
40477,-118.3225973772814,34.03974044161951
13863,-118.22849526393861,34.142582494572274
13840,-118.22489812004174,34.14258346911793
13858,-118.22362108995972,34.14291786428392
36770,-118.51076424500457,34.033796773627905
42491,-118.51149825880599,34.0328830414248
68560,-118.60070837157345,34.14621900281035
73347,-118.5971063235513,34.14342067121945
73348,-118.5951972340313,34.14300020128805
60841,-118.59474396931252,34.145058533803194
63616,-118.61245669065194,34.25089201616018
2679,-118.30627290630783,33.80483349881599
2130,-118.30352598353026,33.805076327147724
1847,-118.3035026745383,33.80314568911492
69858,-118.59623196872472,34.24983219398633
73275,-118.59623032098352,34.25013895237342
72066,-118.5996659390763,34.24705766554483
67302,-118.60338337234793,34.25100990851722
36187,-118.31273414252072,34.106515610422456
62351,-118.48629466721101,34.24526818817424
65897,-118.48937171306483,34.24307999692805
61548,-118.48745810088779,34.241868941446995
44370,-118.52089069626223,34.05117937679068
2840,-118.29806130777592,33.73591031177168
26137,-118.29879423022649,33.73866461015656
28170,-118.30633338966427,33.73869327032973
274,-118.30540119761076,33.73777166750365
2907,-118.30447452823647,33.73592719905392
501,-118.3040258442889,33.73991095466772
70700,-118.53493918127097,34.24443150763835
509,-118.27856184456337,33.73533282514386
409,-118.28005018604844,33.73890569889589
410,-118.28006930990581,33.73803232525672
2826,-118.2824244281443,33.738013300108484
451,-118.28371816275694,33.73613247267264
39858,-118.32245765896893,34.10721458801199
36153,-118.3199820821222,34.1080037657812
61886,-118.49828319670992,34.241864484903054
36126,-118.33491507959337,34.10508239393341
36104,-118.33631066523225,34.10307891216479
36103,-118.33577341787755,34.106082054678296
36115,-118.32986871922769,34.105919485629755
44624,-118.32830037258525,34.10764099078665
28172,-118.30854357552677,33.73870064765676
75749,-118.53632212113546,34.24182097380773
37061,-118.51351635761087,34.05121403736748
26454,-118.29144860439256,33.73683603150726
289,-118.28816481600151,33.7404543172742
38340,-118.4990422839263,34.05240349930501
38201,-118.49627869219006,34.053163936653625
1002,-118.27017598589661,33.73568978915571
1011,-118.27103972501217,33.73807050817244
716,-118.26523616394529,33.73739965545609
1916,-118.3133818144588,33.74377427944118
1338,-118.30881990699896,33.74615755839325
316,-118.30852261091336,33.74324453308701
1604,-118.31027201910415,33.74454562078265
73062,-118.52297397414465,34.24294678300073
73063,-118.52304306360071,34.241447170017366
66859,-118.51573351644369,34.2447066136306
297,-118.30223166293091,33.74164193937441
28103,-118.29910406815576,33.74139324889561
67574,-118.51231428151702,34.24468956135123
40251,-118.49203324422808,34.04863480896558
36866,-118.48745225676446,34.052669241344
7655,-118.30218693681502,34.10697342321585
31076,-118.47948693689663,34.05109537202073
39605,-118.47741613034276,34.051515458385474
31080,-118.48101132946573,34.05079572485582
75077,-118.47402312279547,34.24106017668445
26008,-118.29416024104181,33.7075228071657
57,-118.30433831963752,33.71261665100238
17,-118.29259107632487,33.71165228693918
7,-118.28814789794092,33.70886662721475
1411,-118.29270557946793,33.70775062955341
1141,-118.28572921911251,33.710305802529604
1140,-118.28376889663318,33.710140521567475
301,-118.31880175866534,33.717637359002396
1412,-118.3095712343243,33.71549006161218
43840,-118.47448397834228,34.048778271731855
43173,-118.46084115532982,34.049207815189355
71267,-118.44452782901476,34.24100010872977
59212,-118.44295437927248,34.245766032385525
59217,-118.44182885191023,34.24434445446286
12682,-118.26807733228104,34.10539372167952
12664,-118.27603884239154,34.10819275600835
4024,-118.27391280661537,34.10793165420784
75032,-118.66748943215585,34.17858301828205
12665,-118.27357374575637,34.1039769082352
68320,-118.66368043019014,34.17738628980135
67717,-118.65495657577601,34.178334344412335
43806,-118.50356770610271,34.1047176698069
42463,-118.49525093039387,34.10686987661579
1511,-118.30199539718474,33.71507022485832
62,-118.304787677653,33.713828988673946
80,-118.30583863217936,33.71636068215588
1402,-118.2899176873254,33.71687767447267
32,-118.29308256041256,33.71786442650647
1377,-118.29270859311433,33.715966290354565
43130,-118.47533937914018,34.1078910784027
74461,-118.61497090225701,34.24250780664186
90,-118.30549785323475,33.722381997413464
1403,-118.30138473200084,33.72326998718635
26169,-118.29786479131971,33.7223514873902
65163,-118.64729057178994,34.17490459913103
42556,-118.46847339551456,34.05284410620336
31102,-118.46586330072647,34.051074174372474
31098,-118.46829813050273,34.05054455371734
60762,-118.45598757958543,34.24393284775149
2677,-118.30734007359746,33.80658789799878
12648,-118.27748650801203,34.1029871315864
12642,-118.28539226953869,34.107816331904004
74842,-118.44994800031684,34.24283282296607
55915,-118.45179454916538,34.24251636651494
42511,-118.48841992376698,34.10455171598011
37976,-118.44501217029018,34.10854680279131
344,-118.30123512003627,33.74718552895012
1209,-118.30440530342506,33.74767899523745
1207,-118.3066225032916,33.74677687069766
71130,-118.61131057559453,34.24580371243459
55878,-118.61039171001501,34.24263312638562
40202,-118.45745263641801,34.10511977887839
1886,-118.32120782839412,33.721299360660815
1884,-118.31974248404273,33.72019010905655
